,Date,Title,Link,Sentiment
0,2023-06-17,What's Going On With Commercial Real Estate and Regional Banking?,https://finance.yahoo.com/m/437bbc33-8216-39a7-87f8-b3db7083373a/what%27s-going-on-with.html,Neutral
1,2023-06-15,Ryan Cohen Rails Against Corporate America at GameStops Annual Meeting,https://finance.yahoo.com/m/de222721-71c7-373b-89da-ac2999f64900/ryan-cohen-rails-against.html,Neutral
2,2023-06-15,"Warren Buffetts Billionaire Business Partner Compares Stock Market Gambling to Heroin Addiction, Offers Better Strategy",https://finance.yahoo.com/news/warren-buffet-billionaire-business-partner-150116896.html,Bullish
3,2023-06-15,GameStop Stock Bounced Back After Its CEO Was Fired. Why This Analyst Still Says Sell.,https://finance.yahoo.com/m/954b7b35-dbaf-3d12-8921-e044acc432a7/gamestop-stock-bounced-back.html,Bearish
4,2023-06-14,GameStop Stock Meets 80-Plus Relative Strength Rating Benchmark,https://finance.yahoo.com/m/e0cded3e-f9e1-31bf-91df-d8a4bbcd1cee/gamestop-stock-meets-80-plus.html,Bullish
5,2023-06-13,Meme Stock GameStop Just Did Something Impressive,https://finance.yahoo.com/m/6188bf8a-0775-309d-bef4-112aa6ea2c57/meme-stock-gamestop-just-did.html,Bullish
6,2023-06-13,"GameStop, Manchester United, Delta all close higher: Trending tickers",https://finance.yahoo.com/video/gamestop-manchester-united-delta-close-210312535.html,Bullish
7,2023-06-13,Dow Rises On Fed Rate-Pause Hopes; GameStop Breaks Out As Meme Investor Scoops Up More Shares,https://finance.yahoo.com/m/7dbb60e5-1df2-3f81-95ba-091af7ce05f1/dow-rises-on-fed-rate-pause.html,Bullish
8,2023-06-13,GameStop Stock Is Rallying. Exec Chair Ryan Cohen Bought $10 Million in Shares.,https://finance.yahoo.com/m/f9ff804a-cc09-31cc-b704-b2a7acd1a25e/gamestop-stock-is-rallying..html,Bullish
9,2023-06-13,Dow Rises On Fed-Pause Hopes; GameStop Breaks Out As Meme Investor Scoops More Shares,https://finance.yahoo.com/m/7dbb60e5-1df2-3f81-95ba-091af7ce05f1/dow-rises-on-fed-pause-hopes%3B.html,Bullish
10,2023-06-13,"Oracle, GameStop rise; Methode Electronics, Zions fall, Tuesday, 6/13/2023",https://finance.yahoo.com/news/oracle-gamestop-rise-methode-electronics-162659449.html,Neutral
11,2023-06-13,GameStop Stock Rises as Ryan Cohen Boosts Stake,https://finance.yahoo.com/m/2135852f-1db1-3624-b5e2-ed01fcdd141a/gamestop-stock-rises-as-ryan.html,Bullish
12,2023-06-13,GameStop Stock Is Soaring. Ryan Cohen Bought the Dip.,https://finance.yahoo.com/m/f9ff804a-cc09-31cc-b704-b2a7acd1a25e/gamestop-stock-is-soaring..html,Bullish
13,2023-06-13,"Ryan Cohen scoops up GameStop stock worth $10 million, shares rise",https://finance.yahoo.com/news/ryan-cohen-scoops-gamestop-stock-135542335.html,Bullish
14,2023-06-13,"Midday movers: Oracle, Manchester United, GameStop and more",https://finance.yahoo.com/news/midday-movers-oracle-manchester-united-130625991.html,Bullish
15,2023-06-13,Ryan Cohen Boosts Stake In GameStop With $10 Million Share Purchase,https://finance.yahoo.com/m/350c2a08-d806-39a3-bc06-4f6eecda5ca4/ryan-cohen-boosts-stake-in.html,Bullish
16,2023-06-13,GameStop shares jump after executive chair Ryan Cohen increases stake,https://finance.yahoo.com/news/gamestop-shares-jump-executive-chair-101937867.html,Bullish
17,2023-06-12,GameStop Stock Rallies After Two Directors Bought Shares,https://finance.yahoo.com/m/acd29966-4a37-3ae4-994b-3f50e5e7771d/gamestop-stock-rallies-after.html,Bullish
18,2023-06-12,Daily  Vickers Top Buyers & Sellers for 06/12/2023,https://finance.yahoo.com/m/b1894c6b-82f4-37bd-be5d-d043c51c9648/daily-%E2%80%93-vickers-top-buyers-%26.html,Bullish
19,2023-06-10,GameStop Needs Ryan Cohen More Than Ever to Maintain Meme Status,https://finance.yahoo.com/news/gamestop-needs-ryan-cohen-more-130000291.html,Neutral
20,2023-06-09,Why this market rally is different from the meme trade boom,https://finance.yahoo.com/video/why-market-rally-different-meme-150851510.html,Bullish
21,2023-06-09,GameStop turmoil: An open letter to executive chairman Ryan Cohen,https://finance.yahoo.com/video/gamestop-turmoil-open-letter-executive-134743239.html,Bearish
22,2023-06-09,"Stock Market Rally Broadens Out; Apple Unveils Vision Pro, SEC Sues Binance, Coinbase: Weekly Review",https://finance.yahoo.com/m/a3c45b0d-7e37-343a-b8c9-a2fc7fc67ad7/stock-market-rally-broadens.html,Bullish
23,2023-06-09,An open letter to GameStop executive chairman Ryan Cohen: Morning Brief,https://finance.yahoo.com/news/an-open-letter-to-gamestop-executive-chairman-ryan-cohen-morning-brief-100037724.html,Neutral
24,2023-06-09,"Company News for Jun 9, 2023",https://finance.yahoo.com/news/company-news-jun-9-2023-091500171.html,Neutral
25,2023-06-08,"East Coast smoke, GameStop plummets, Tesla-GM partnership: Top stories",https://finance.yahoo.com/video/east-coast-smoke-gamestop-plummets-212116828.html,Bullish
26,2023-06-08,GameStop Stock Tumbles After CEO Is Fired,https://finance.yahoo.com/m/8b01b816-6ea7-39a3-b8f3-798a86d23639/gamestop-stock-tumbles-after.html,Bearish
27,2023-06-08,GME Swaps Ex-Amazon Exec For Activist Investor. Stock Dives.,https://finance.yahoo.com/m/c3b442a2-1c66-3ebb-b7fd-0dba1d01a342/gme-swaps-ex-amazon-exec-for.html,Bearish
28,2023-06-08,"GameStop fires CEO, retailer 'doomed', says analyst",https://finance.yahoo.com/video/gamestop-fires-ceo-retailer-doomed-194818850.html,Neutral
29,2023-06-08,GameStops Silence Is No Longer Golden,https://finance.yahoo.com/m/6f05a1c7-1f60-3e84-bbcd-e0344c6b0f32/gamestop%E2%80%99s-silence-is-no.html,Bearish
30,2023-06-08,GameStop Stock Fell Through Key Levels After CEO Firing. What Happens Next.,https://finance.yahoo.com/m/7c7a88ed-97f5-3c07-860d-f5e6d3581a96/gamestop-stock-fell-through.html,Bearish
31,2023-06-08,"Rebel's Edge - June 8: $GME, $IGT, $ADBE, $CVNA, and Nikola Jokic",https://finance.yahoo.com/m/5b42fdc5-dd84-39a3-916d-84c9c8de1123/rebel%27s-edge-june-8%3A-%24gme%2C.html,Neutral
32,2023-06-08,Stocks Rise As Fed Looms; GameStop Craters As Bitcoin Rebounds,https://finance.yahoo.com/m/d67e25cb-5872-31c9-91c5-80d60efdd12b/stocks-rise-as-fed-looms%3B.html,Bullish
33,2023-06-08,"These Stocks Are Moving the Most Today: GameStop, Carvana, HashiCorp, Smartsheet, Tesla, and More",https://finance.yahoo.com/m/fa20ccb5-6d69-3fcd-8ab6-0c425a4919b1/these-stocks-are-moving-the.html,Neutral
34,2023-06-08,GameStop Needs to Unlock a Secret Door to a New Business,https://finance.yahoo.com/m/c93f8270-46e2-334d-958c-f53dd1990b46/gamestop-needs-to-unlock-a.html,Neutral
35,2023-06-08,GameStop Needs To Prove It's Playing For Keeps,https://finance.yahoo.com/news/gamestop-needs-prove-playing-keeps-161634636.html,Bullish
36,2023-06-08,"GameStop, Oxford Industries fall; Greif, Graham rise, Thursday, 6/8/2023",https://finance.yahoo.com/news/gamestop-oxford-industries-fall-greif-161251725.html,Neutral
37,2023-06-08,"Stocks to Watch Thursday: GameStop, Carvana, Tesla, Uber",https://finance.yahoo.com/m/e5bb7f7c-2103-3d52-87ee-7ebe6c2fe06f/stocks-to-watch-thursday%3A.html,Bullish
38,2023-06-08,"GameStop Shares Sink After the Retailer Fires CEO, Elevates Ryan Cohen",https://finance.yahoo.com/m/1912c8e8-ae32-3c7f-b41a-191db7950a8a/gamestop-shares-sink-after.html,Bearish
39,2023-06-08,GameStop Stock Sees Worst Decline in 2 Years,https://finance.yahoo.com/m/c50702cd-db01-33f3-9ffb-ef6a7e7b1435/gamestop-stock-sees-worst.html,Bearish
40,2023-06-08,GameStop stock plummets after CEO fired,https://finance.yahoo.com/video/gamestop-stock-plummets-ceo-fired-150615042.html,Bearish
41,2023-06-08,"GameStop shake-up, market melt-up hits pause, East Coast air quality",https://finance.yahoo.com/video/gamestop-shake-market-melt-hits-150245802.html,Neutral
42,2023-06-08,GameStop Turns to Ryan Cohen. But the Meme Stocks Recovery Looks Unlikely.,https://finance.yahoo.com/m/640e2400-8f1f-36e1-ae7d-adf4d31d6650/gamestop-turns-to-ryan-cohen..html,Bullish
43,2023-06-08,GameStop stock tanks after company fires CEO,https://finance.yahoo.com/news/gamestop-stock-tanks-after-company-fires-ceo-123910339.html,Bearish
44,2023-06-08,GameStop and the irrationality of the markets,https://finance.yahoo.com/video/gamestop-irrationality-markets-132540769.html,Bearish
45,2023-06-08,"GameStop (GME) Loss Narrows in Q1, Revenues Decline Y/Y",https://finance.yahoo.com/news/gamestop-gme-loss-narrows-q1-132100238.html,Bearish
46,2023-06-08,GamesStop stock tanks after company fires CEO,https://finance.yahoo.com/news/gamesstop-stock-tanks-after-company-fires-ceo-123910079.html,Bearish
47,2023-06-08,GameStop slumps after it fires former Amazon executive brought in to modernize the gaming retailer,https://finance.yahoo.com/news/gamestop-terminates-ceo-furlong-names-113810185.html,Bearish
48,2023-06-08,5 Things to Know Before Markets Open,https://finance.yahoo.com/m/a901dc79-d21f-33fb-9301-e78443b4ac50/5-things-to-know-before.html,Neutral
49,2023-06-08,GameStop Shares Tumble After CEO Is Fired,https://finance.yahoo.com/m/8b01b816-6ea7-39a3-b8f3-798a86d23639/gamestop-shares-tumble-after.html,Bearish
50,2023-06-08,GameStop shares plummet after fifth CEO exit in 5 years,https://finance.yahoo.com/news/gamestop-shares-plummet-fifth-ceo-103406737.html,Bearish
51,2023-06-08, GameStop's new play,https://finance.yahoo.com/news/gamestops-play-101500005.html,Bullish
52,2023-06-08,"Stocks Mixed, Jobless Claims On Deck, GameStop Plunges, Meta Slips, Canadian Wildfires Burn - 5 Things To Know",https://finance.yahoo.com/m/1e1411e2-6aee-34d0-8191-b048a3a4219f/stocks-mixed%2C-jobless-claims.html,Bearish
53,2023-06-08,Canadas Rate Rise Could Spread Like Wildfire to the Fed. Why Thats Bad.,https://finance.yahoo.com/m/97e655aa-f016-3f3e-9393-ed00d2891f6f/canada%E2%80%99s-rate-rise-could.html,Bullish
54,2023-06-08,Shares of meme stock GameStop plunged after shaking up its leadership team,https://finance.yahoo.com/news/shares-meme-stock-gamestop-plunged-092400584.html,Bearish
55,2023-06-07,GameStop Shares Fall as It Terminates CEO and Ryan Cohen Becomes Executive Chairman,https://finance.yahoo.com/m/5e1c8350-1904-3176-b883-f82af739980b/gamestop-shares-fall-as-it.html,Bearish
56,2023-06-07,Nasdaq Skids But These Areas Run; Meme Stock GameStop Dives From Near Buy Point,https://finance.yahoo.com/m/7a9bd453-6e2a-3746-9c14-c397304b1097/nasdaq-skids-but-these-areas.html,Neutral
57,2023-06-07,GameStop Just Fired Its CEO and Canceled Its Earnings Call. The Stock Is Falling.,https://finance.yahoo.com/m/40ad2e01-16d2-3c44-8cf2-59538f5c05b0/gamestop-just-fired-its-ceo.html,Bearish
58,2023-06-07,"GameStop (GME) Reports Q1 Loss, Lags Revenue Estimates",https://finance.yahoo.com/news/gamestop-gme-reports-q1-loss-212506621.html,Bearish
59,2023-06-07,"GameStop CEO out, CNN chief leaves, Amazon asked to pare down: Top stories",https://finance.yahoo.com/video/gamestop-ceo-cnn-chief-leaves-212222857.html,Bullish
60,2023-06-07,"GameStop fires CEO, Rent the Runway earnings: After-hours movers",https://finance.yahoo.com/video/gamestop-fires-ceo-rent-runway-212156139.html,Neutral
61,2023-06-07,"GameStop Fires CEO, Names Investor Ryan Cohen Executive Chairman",https://finance.yahoo.com/m/5e1c8350-1904-3176-b883-f82af739980b/gamestop-fires-ceo%2C-names.html,Neutral
62,2023-06-07,GameStop Plunges As CEO Matt Furlong Fired Following Wider Q1 Loss; Ryan Cohen Takes Over,https://finance.yahoo.com/m/062f981a-406d-3f5f-a279-03938dfd783a/gamestop-plunges-as-ceo-matt.html,Bearish
63,2023-06-07,GameStop misses quarterly revenue estimates,https://finance.yahoo.com/news/gamestop-misses-quarterly-revenue-estimates-202407165.html,Bearish
64,2023-06-07,GameStop: Fiscal Q1 Earnings Snapshot,https://finance.yahoo.com/news/gamestop-fiscal-q1-earnings-snapshot-202142785.html,Neutral
65,2023-06-07,UPDATE 1-GameStop terminates Matt Furlong as CEO,https://finance.yahoo.com/news/1-gamestop-terminates-matt-furlong-201835152.html,Neutral
66,2023-06-07,"These Stocks Are Moving the Most Today: Affirm, United Natural Foods, Tesla, Stitch Fix, Yext, and More",https://finance.yahoo.com/m/566ea3be-bbf6-31ec-9d07-4312f4e81661/these-stocks-are-moving-the.html,Bullish
67,2023-06-07,GameStop Discloses First Quarter 2023 Results,https://finance.yahoo.com/news/gamestop-discloses-first-quarter-2023-201500165.html,Neutral
68,2023-06-07,GameStop terminates Matt Furlong as CEO; shares plummet,https://finance.yahoo.com/news/gamestop-terminates-matt-furlong-ceo-201435213.html,Bearish
69,2023-06-07,GameStop Just Fired Its CEO. The Stock Is Falling.,https://finance.yahoo.com/m/40ad2e01-16d2-3c44-8cf2-59538f5c05b0/gamestop-just-fired-its-ceo..html,Bearish
70,2023-06-07,GameStop terminates Matt Furlong as CEO,https://finance.yahoo.com/news/gamestop-terminates-matt-furlong-ceo-201016951.html,Neutral
71,2023-06-07,GameStop Announces Election of Ryan Cohen as Executive Chairman,https://finance.yahoo.com/news/gamestop-announces-election-ryan-cohen-200500338.html,Bullish
72,2023-06-07,GameStop Earnings: Play the Game Tonight?,https://finance.yahoo.com/m/35af6bee-3233-36fb-9664-b116721cc7c3/gamestop-earnings%3A-play-the.html,Bullish
73,2023-06-07,"These Stocks Are Moving the Most Today: Affirm, United Natural Foods, Tesla, Stitch Fix, and More",https://finance.yahoo.com/m/beb4eadf-3260-3cf2-97bb-20d4ef7b858f/these-stocks-are-moving-the.html,Bullish
74,2023-06-07,GameStop Earnings Are Today. The Stock Is Gaining Into the Report.,https://finance.yahoo.com/m/40ad2e01-16d2-3c44-8cf2-59538f5c05b0/gamestop-earnings-are-today..html,Bullish
75,2023-06-06,Fear of missing out drives retail investors to ride AI wave,https://finance.yahoo.com/m/6050cc2e-3891-3504-b2ff-6d2f6f383e9b/%E2%80%98fear-of-missing-out%E2%80%99-drives.html,Bearish
76,2023-06-05,"Apple's WWDC, earnings: Top stories to watch this week",https://finance.yahoo.com/video/earnings-economic-data-apples-wwdc-143403488.html,Bullish
77,2023-06-02,"Apple's WWDC, GameStop earnings, econ. data: What to watch next week",https://finance.yahoo.com/video/apples-wwdc-gamestop-earnings-econ-204137748.html,Bullish
78,2023-06-01,"Should You Spend $8,000 On C3.ai Stock? WallStreetBets Is Torn Up",https://finance.yahoo.com/m/b850cedd-ff89-32cd-9f63-13529800da37/should-you-spend-%248%2C000-on.html,Bullish
79,2023-06-01,GameStop (GME) Gains But Lags Market: What You Should Know,https://finance.yahoo.com/news/gamestop-gme-gains-lags-market-221517734.html,Bearish
80,2023-06-01,GameStop Teams Up with The Telos Foundation to Grow Web3 Gaming Strategy,https://finance.yahoo.com/news/gamestop-teams-telos-foundation-grow-155032269.html,Bullish
81,2023-06-01,"Conn's (CONN) Reports Q1 Loss, Lags Revenue Estimates",https://finance.yahoo.com/news/conns-conn-reports-q1-loss-111504081.html,Bearish
82,2023-06-01,Telos Announces Strategic Collaboration with GameStop to Expand Web3 Gaming,https://finance.yahoo.com/news/telos-announces-strategic-collaboration-gamestop-110000296.html,Bullish
83,2023-05-30,GameStop Announces Release Date for First Quarter Fiscal 2023 Results,https://finance.yahoo.com/news/gamestop-announces-release-date-first-200500494.html,Bullish
84,2023-05-26,Why Nvidia's boom isn't a bubble: Morning Brief,https://finance.yahoo.com/news/why-nvidias-boom-isnt-a-bubble-morning-brief-120022475.html,Bullish
85,2023-05-25,Ignore Ray Dalio? Why GameStop Stock Deserves a Second Chance.,https://finance.yahoo.com/news/ignore-ray-dalio-why-gamestop-143752660.html,Neutral
86,2023-05-25,Best Buy (BBY) Q1 Earnings Surpass Estimates,https://finance.yahoo.com/news/best-buy-bby-q1-earnings-121505069.html,Bullish
87,2023-05-24,GameStop (GME) Gains As Market Dips: What You Should Know,https://finance.yahoo.com/news/gamestop-gme-gains-market-dips-221504684.html,Neutral
88,2023-05-23,Philippine Stock Exchange pushes short selling to lure hedge funds,https://finance.yahoo.com/m/dd4ab754-084e-36b8-9533-6f359ae0b4d2/philippine-stock-exchange.html,Bearish
89,2023-05-23,Are Retail-Wholesale Stocks Lagging  GameStop (GME) This Year?,https://finance.yahoo.com/news/retail-wholesale-stocks-lagging-gamestop-134009674.html,Bearish
90,2023-05-22,3 Stocks to Sell Before the Short Selling Ban Is Passed,https://finance.yahoo.com/news/3-stocks-sell-short-selling-134458770.html,Bearish
91,2023-05-16,Bank stock declines can be attributed to 'crowd psychology' phenomena amid bank crisis: Matt Kohrs,https://finance.yahoo.com/video/bank-stock-declines-attributed-crowd-205127249.html,Bearish
92,2023-05-16,My GameStop Stock Price Prediction for 2025,https://finance.yahoo.com/news/gamestop-stock-price-prediction-2025-141207044.html,Neutral
93,2023-05-15,MULN Stock Alert: Mullen Could Short Squeeze This Week,https://finance.yahoo.com/news/muln-stock-alert-mullen-could-191445232.html,Bullish
94,2023-05-11,9 Hot Stocks to Watch And Their AI Price Predictions,https://finance.yahoo.com/news/9-hot-stocks-watch-ai-200356322.html,Bullish
95,2023-05-09,GameStop (GME) Dips More Than Broader Markets: What You Should Know,https://finance.yahoo.com/news/gamestop-gme-dips-more-broader-221510802.html,Bearish
96,2023-05-05,Are banks the new meme stocks?,https://finance.yahoo.com/news/are-banks-the-new-meme-stocks-193655826.html,Neutral
97,2023-05-04,Why GameStop Stock Has a Bright Future (Unlike Bed Bath & Beyond),https://finance.yahoo.com/news/why-gamestop-stock-bright-future-140250534.html,Bullish
